Device,video_name,frame_number,video_type,scene,std,prnu_std,correct,true_l,predicted_l
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,7_,_indoor_,panrot,20.10636231612204,2.1253614,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_move_0001_,12_,_flatYT_,move,37.66001449696945,0.12997888,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,1_,_indoor_,panrot,26.33203868622684,2.5766892,0,0,3
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,0_,_outdoorYT_,panrot,50.09712558665643,2.6473846,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,7_,_flat_,panrot,38.24238586888998,0.17647763,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,0_,_indoor_,panrot,6.729526175057292,0.2553482,0,0,1
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorWA_still_0002_,0_,_outdoorWA_,still,56.729681625053274,2.2048068,0,0,1
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,1_,_outdoorYT_,panrot,10.893780397297489,1.4829589,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,3_,_outdoorYT_,panrot,36.33420798026871,1.3448886,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,5_,_outdoorYT_,panrot,8.26410498330979,1.0372623,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorWA_panrot_0002_,10_,_outdoorWA_,panrot,26.564017730927258,2.2435527,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorWA_panrot_0001_,8_,_indoorWA_,panrot,7.658969850578758,0.21856365,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,12_,_indoor_,move,31.203037674705584,0.73670745,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,6_,_outdoorYT_,panrot,11.443562821089929,2.1055672,0,0,5
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorWA_panrot_0002_,2_,_outdoorWA_,panrot,47.32800804865078,2.348238,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,6_,_outdoor_,panrot,44.32969440874576,2.582557,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_panrot_0001_,8_,_flatYT_,panrot,44.88286987452634,0.18099014,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,2_,_outdoor_,still,20.002351288202068,1.8640486,0,0,8
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,1_,_indoor_,panrot,6.251553325713349,0.44539148,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorWA_panrot_0001_,10_,_indoorWA_,panrot,21.28424338949434,0.7458881,0,0,3
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_move_0001_,3_,_flat_,move,39.02930193979737,0.14446703,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_move_0001_,9_,_flat_,move,36.20764179606438,0.17385615,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,6_,_indoorYT_,panrot,17.038786416214993,0.525003,0,0,3
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_move_0001_,3_,_flat_,move,34.63777531338649,0.15472588,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,0_,_outdoor_,still,39.183924758616364,2.1269064,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_still_0002_,8_,_outdoorYT_,still,35.417077415833276,1.818117,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_move_0001_,14_,_flat_,move,36.98767147404681,0.12559558,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,4_,_outdoor_,panrot,27.05813388434606,2.4363377,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_still_0002_,9_,_outdoorYT_,still,15.568254438433804,1.8097975,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_move_0001_,13_,_flatYT_,move,42.100610543454735,0.14549069,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,13_,_indoorYT_,move,7.16822268997387,0.19366938,0,0,1
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,4_,_flat_,panrot,45.45140389758741,0.19992729,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,12_,_indoorYT_,move,5.7461878721802595,0.13348542,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,2_,_flat_,panrot,37.74736704452428,0.11807266,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,9_,_flat_,panrot,43.70337915567783,0.45403445,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,8_,_indoor_,move,37.05409866305333,0.9223831,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorWA_move_0001_,7_,_indoorWA_,move,45.03684636493934,1.0310738,0,0,5
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,8_,_indoor_,panrot,11.283001039083553,0.31787062,0,0,3
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,0_,_outdoor_,still,17.97935603134104,2.1221573,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,13_,_indoor_,panrot,16.553179515440846,0.42893577,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,13_,_flat_,panrot,37.18499056630851,0.16221388,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,11_,_indoorYT_,move,14.874736884057494,0.24760136,0,0,2
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,9_,_outdoor_,still,29.01286639965063,2.3645258,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,13_,_flat_,panrot,36.599637794252885,0.17978263,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,11_,_outdoor_,still,45.07629228994631,2.2163098,0,0,8
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,2_,_outdoorYT_,panrot,15.771918276659887,1.6352512,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_move_0001_,9_,_flatYT_,move,40.77649644054063,0.12738946,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,10_,_outdoor_,still,46.18430358421217,2.4481378,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,13_,_outdoorYT_,panrot,30.21789482918521,2.1061141,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,7_,_outdoorYT_,panrot,57.01420828786211,1.9159138,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,13_,_outdoor_,still,30.15566860378624,2.0228202,0,0,1
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,7_,_indoor_,move,5.714844697807479,0.17887019,0,0,3
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,9_,_outdoor_,panrot,61.330652826767135,2.0946858,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_panrot_0001_,9_,_flatYT_,panrot,45.39760741488064,0.29928643,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_move_0001_,0_,_flatYT_,move,28.865308149724317,0.1540275,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_still_0002_,3_,_outdoorYT_,still,37.191805338223304,2.1006138,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_move_0001_,10_,_flat_,move,34.04551349903688,0.15492712,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,10_,_flat_,panrot,45.06487964044039,0.1669407,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,2_,_indoorYT_,panrot,17.89135729832116,0.46600643,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,1_,_outdoorYT_,panrot,37.35754419994725,2.751783,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,1_,_flat_,panrot,46.55764263416651,0.18235621,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,6_,_indoorYT_,move,9.443654422014594,0.20039657,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,14_,_flat_,panrot,36.85766450910254,0.16178681,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,14_,_flat_,panrot,29.06466867084579,0.13063191,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,12_,_outdoor_,still,16.047123819456484,1.6520628,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_move_0001_,7_,_flatYT_,move,39.67605500675406,0.14305831,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,7_,_indoorYT_,move,6.433081758516979,0.4296015,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_move_0001_,2_,_flat_,move,39.51415584169399,0.14491852,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatWA_move_0001_,3_,_flatWA_,move,33.67498269511739,0.15475528,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,7_,_flat_,panrot,43.44838238343115,0.15160827,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_still_0002_,11_,_outdoorYT_,still,44.83893187405127,2.1456132,0,0,1
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,0_,_indoorYT_,move,6.815516904801338,0.2062689,0,0,5
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_panrot_0001_,11_,_flatYT_,panrot,44.52312398702229,0.28533763,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,4_,_indoorYT_,move,34.88916210031435,0.89585835,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorWA_panrot_0001_,7_,_indoorWA_,panrot,17.178784741778696,0.64568114,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,4_,_indoor_,panrot,35.72411753981481,2.768441,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,1_,_outdoor_,still,37.829188631281326,1.9710746,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,0_,_outdoor_,panrot,9.470614274592583,1.33384,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,4_,_outdoorYT_,panrot,8.96592430855238,0.87567735,0,0,9
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,14_,_indoorYT_,move,10.553722985697295,0.23339805,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,8_,_indoorYT_,panrot,15.433768448178439,0.45239648,0,0,5
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,9_,_flat_,panrot,33.03343384008823,0.6798129,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_move_0001_,4_,_flatYT_,move,31.82969918982936,0.18246736,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_still_0002_,7_,_outdoorYT_,still,60.67430356268511,2.4962375,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,3_,_indoorYT_,move,36.08328040303355,1.0521685,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,7_,_indoor_,move,5.765744385808535,0.14482762,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_move_0001_,6_,_flat_,move,38.67746248049449,0.167702,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,11_,_outdoor_,panrot,15.410142722511345,2.0591962,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,1_,_outdoor_,still,38.41785495180731,2.0372257,0,0,8
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_move_0001_,12_,_flatYT_,move,41.60285840912419,0.14938827,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,0_,_indoor_,panrot,6.7703709056860815,0.17808215,0,0,1
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,9_,_indoor_,panrot,27.96041412481883,1.1862245,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,8_,_flat_,panrot,39.73352801384052,0.24309167,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,12_,_indoorYT_,move,10.877643524249713,0.7026049,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorWA_panrot_0001_,1_,_indoorWA_,panrot,17.582486507399082,0.23368761,0,0,6
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,13_,_indoor_,move,33.59384536980367,1.1734548,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_panrot_0001_,13_,_flatYT_,panrot,46.18765976101675,0.19750679,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,0_,_indoor_,panrot,6.925028006034479,0.22552617,0,0,1
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,4_,_outdoor_,panrot,53.44534135858068,2.016656,0,0,1
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorWA_move_0001_,1_,_indoorWA_,move,38.05022196214056,1.3316071,0,0,7
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatWA_move_0001_,6_,_flatWA_,move,34.7734990647006,0.15005639,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,5_,_outdoor_,panrot,41.587021064369324,1.6383947,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_move_0001_,14_,_flat_,move,33.87473632400175,0.13327737,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,13_,_outdoor_,still,59.21323543734905,2.4571319,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,5_,_flat_,panrot,36.77876999544126,0.12213582,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,8_,_indoorYT_,panrot,22.17401300784226,0.45309705,0,0,5
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,10_,_indoor_,move,11.12124984002141,0.40983847,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,1_,_outdoor_,panrot,30.011381805940193,2.524972,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,12_,_flat_,panrot,34.16684211093137,0.1254542,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,14_,_flat_,panrot,15.475516468626452,0.10904907,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,3_,_outdoorYT_,panrot,49.66688790953126,2.649054,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,7_,_indoorYT_,move,29.67652442535155,0.9101428,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_still_0002_,12_,_outdoorYT_,still,31.47644871343106,1.948765,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,6_,_indoor_,panrot,20.875695674310595,1.0532011,0,0,8
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorWA_panrot_0001_,13_,_indoorWA_,panrot,40.256088765256976,0.81508636,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_move_0001_,1_,_flat_,move,38.4508847094595,0.14787732,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,12_,_outdoor_,panrot,28.295261833366553,2.095956,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,14_,_indoorYT_,move,10.727732757006574,0.32425332,0,0,5
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,10_,_indoorYT_,panrot,19.938782141245852,0.7030805,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_still_0002_,12_,_outdoorYT_,still,30.21418560121314,2.1562464,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,3_,_outdoorYT_,panrot,44.759062957900355,1.4019855,0,0,8
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_still_0002_,0_,_outdoorYT_,still,30.013645815103445,2.0212479,0,0,9
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,14_,_indoor_,move,28.202191296940242,0.49151778,0,0,8
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,5_,_outdoor_,panrot,24.684035312527207,2.1445737,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,3_,_indoorYT_,panrot,26.235894824852082,0.40789056,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_move_0001_,7_,_flatYT_,move,39.91087925865481,0.14196439,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_move_0001_,6_,_flatYT_,move,37.38457431988069,0.13159364,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,6_,_flat_,panrot,40.68753727122815,0.15745628,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,10_,_indoor_,panrot,13.071707544985141,0.25246596,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_move_0001_,8_,_flat_,move,31.9664741962295,0.1559014,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_still_0002_,10_,_outdoorYT_,still,25.956113385525473,1.7088004,0,0,8
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,1_,_indoorYT_,move,35.77128980090569,0.97320914,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,8_,_indoor_,move,37.750317703256265,1.0652924,0,0,5
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_panrot_0001_,8_,_flatYT_,panrot,45.0701532515184,0.17348696,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,2_,_indoor_,panrot,4.386222276063392,0.32200277,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_move_0001_,2_,_flat_,move,31.155108923348607,0.13465519,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_panrot_0001_,14_,_indoor_,panrot,13.967333690770356,0.5280174,0,0,9
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorWA_panrot_0002_,9_,_outdoorWA_,panrot,21.53436704272934,2.0684783,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_panrot_0001_,14_,_flatYT_,panrot,46.36148905591901,0.28872237,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,7_,_indoor_,move,17.648468597279265,0.7447662,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_still_0002_,1_,_outdoorYT_,still,12.799036037345488,1.5620676,0,0,8
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,5_,_flat_,panrot,44.85318878716509,0.20020047,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_move_0001_,9_,_flatYT_,move,41.67605274701188,0.14935642,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,6_,_outdoorYT_,panrot,13.042808653198739,2.0531967,0,0,5
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,13_,_indoorYT_,panrot,26.49273144925144,2.2287648,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,13_,_outdoorYT_,panrot,31.808687220896005,2.2723541,1,0,0
