Video Name,Total Frames,True Label,Mostly predicted label
04AppleiPhone6Vflatpanrot0001P-number,87,3,3
04AppleiPhone6Vflatstill0001P-number,88,3,3
04AppleiPhone6VindoorYTpanrot0002P-number,53,3,5
04AppleiPhone6Vindoormove0001P-number,59,3,3
04AppleiPhone6Vindoorpanrot0002P-number,56,3,5
04AppleiPhone6VoutdoorYTpanrot0001P-number,44,3,9
04AppleiPhone6VoutdoorYTpanrot0002P-number,54,3,3
04AppleiPhone6Voutdoorpanrot0001P-number,55,3,9
04AppleiPhone6Voutdoorpanrot0002P-number,54,3,3
05HuaweiP9LiteVflatYTstill0001P-number,90,4,4
05HuaweiP9LiteVflatYTstill0002P-number,90,4,4
05HuaweiP9LiteVflatstill0001P-number,90,4,4
05HuaweiP9LiteVflatstill0002P-number,90,4,4
05HuaweiP9LiteVindoorYTpanrot0001P-number,36,4,4
05HuaweiP9LiteVindoorYTstill0002P-number,34,4,8
05HuaweiP9LiteVindoorpanrot0001P-number,43,4,4
05HuaweiP9LiteVindoorstill0002P-number,41,4,8
05HuaweiP9LiteVoutdoorYTmove0001P-number,54,4,1
05HuaweiP9LiteVoutdoorYTmove0002P-number,35,4,3
05HuaweiP9LiteVoutdoormove0001P-number,52,4,1
05HuaweiP9LiteVoutdoormove0002P-number,50,4,1
06AppleiPhone6PlusVflatYTmove0002P-number,90,5,5
06AppleiPhone6PlusVflatYTpanrot0001P-number,90,5,5
06AppleiPhone6PlusVflatmove0002P-number,90,5,5
06AppleiPhone6PlusVflatpanrot0001P-number,90,5,5
06AppleiPhone6PlusVindoorYTmove0001P-number,49,5,5
06AppleiPhone6PlusVindoorYTpanrot0002P-number,60,5,5
06AppleiPhone6PlusVindoormove0001P-number,47,5,5
06AppleiPhone6PlusVindoorpanrot0002P-number,57,5,5
06AppleiPhone6PlusVoutdoorYTmove0001P-number,60,5,5
06AppleiPhone6PlusVoutdoorYTpanrot0002P-number,54,5,5
06AppleiPhone6PlusVoutdoormove0001P-number,58,5,5
06AppleiPhone6PlusVoutdoorpanrot0002P-number,47,5,5
07SamsungGalaxyS5VflatYTmove0002P-number,90,6,6
07SamsungGalaxyS5VflatYTpanrot0001P-number,90,6,6
07SamsungGalaxyS5Vflatmove0002P-number,90,6,6
07SamsungGalaxyS5Vflatpanrot0001P-number,89,6,6
07SamsungGalaxyS5VindoorYTmove0002P-number,52,6,7
07SamsungGalaxyS5VindoorYTpanrot0002P-number,40,6,6
07SamsungGalaxyS5Vindoormove0002P-number,48,6,7
07SamsungGalaxyS5Vindoorpanrot0002P-number,34,6,6
07SamsungGalaxyS5VoutdoorYTmove0002P-number,55,6,6
07SamsungGalaxyS5VoutdoorYTstill0002P-number,37,6,6
07SamsungGalaxyS5Voutdoormove0002P-number,50,6,6
07SamsungGalaxyS5Voutdoorstill0002P-number,41,6,6
08AppleiPhone5VflatYTmove0002P-number,90,7,7
08AppleiPhone5VflatYTpanrot0001P-number,90,7,7
08AppleiPhone5Vflatmove0002P-number,90,7,7
08AppleiPhone5Vflatpanrot0001P-number,90,7,7
08AppleiPhone5VindoorYTstill0001P-number,71,7,5
08AppleiPhone5VindoorYTstill0002P-number,30,7,7
08AppleiPhone5Vindoorstill0001P-number,69,7,5
08AppleiPhone5Vindoorstill0002P-number,30,7,7
08AppleiPhone5VoutdoorYTmove0002P-number,48,7,9
08AppleiPhone5VoutdoorYTpanrot0002P-number,51,7,7
08AppleiPhone5Voutdoormove0002P-number,43,7,5
08AppleiPhone5Voutdoorpanrot0002P-number,52,7,7
09HuaweiP8VflatYTmove0003P-number,42,8,8
09HuaweiP8VflatYTpanrot0002P-number,61,8,8
09HuaweiP8Vflatmove0003P-number,48,8,8
09HuaweiP8Vflatpanrot0002P-number,63,8,8
09HuaweiP8VindoorYTpanrot0001P-number,43,8,8
09HuaweiP8VindoorYTstill0002P-number,38,8,8
09HuaweiP8Vindoorpanrot0001P-number,42,8,8
09HuaweiP8Vindoorstill0002P-number,46,8,8
09HuaweiP8VoutdoorYTpanrot0001P-number,47,8,8
09HuaweiP8VoutdoorYTstill0002P-number,42,8,0
09HuaweiP8Voutdoorpanrot0001P-number,54,8,8
09HuaweiP8Voutdoorstill0002P-number,45,8,0
10SamsungGalaxyS4MiniVflatYTpanrot0002P-number,83,9,9
10SamsungGalaxyS4MiniVflatYTstill0001P-number,90,9,9
10SamsungGalaxyS4MiniVflatpanrot0002P-number,83,9,9
10SamsungGalaxyS4MiniVflatstill0001P-number,90,9,9
10SamsungGalaxyS4MiniVindoorYTmove0001P-number,43,9,9
10SamsungGalaxyS4MiniVindoorYTmove0002P-number,52,9,9
10SamsungGalaxyS4MiniVindoormove0001P-number,47,9,9
10SamsungGalaxyS4MiniVindoormove0002P-number,47,9,9
10SamsungGalaxyS4MiniVoutdoorYTpanrot0002P-number,41,9,9
10SamsungGalaxyS4MiniVoutdoorYTstill0002P-number,47,9,9
10SamsungGalaxyS4MiniVoutdoorpanrot0002P-number,50,9,9
