Video Name,Total Frames,True Label,Mostly predicted label
04SonyXperiaZ1CompactVflatWAmove0002P-number,15,3,3
04SonyXperiaZ1CompactVflatWApanrot0001P-number,14,3,3
04SonyXperiaZ1CompactVflatYTmove0002P-number,117,3,3
04SonyXperiaZ1CompactVflatYTpanrot0001P-number,111,3,3
04SonyXperiaZ1CompactVflatmove0002P-number,88,3,3
04SonyXperiaZ1CompactVflatpanrot0001P-number,118,3,3
04SonyXperiaZ1CompactVindoorWApanrot0001P-number,20,3,3
04SonyXperiaZ1CompactVindoorWAstill0002P-number,15,3,1
04SonyXperiaZ1CompactVindoorYTpanrot0001P-number,172,3,3
04SonyXperiaZ1CompactVindoorYTstill0002P-number,57,3,3
04SonyXperiaZ1CompactVindoorpanrot0001P-number,157,3,3
04SonyXperiaZ1CompactVindoorstill0002P-number,60,3,3
04SonyXperiaZ1CompactVoutdoorWApanrot0001P-number,11,3,3
04SonyXperiaZ1CompactVoutdoorWAstill0001P-number,28,3,3
04SonyXperiaZ1CompactVoutdoorYTpanrot0001P-number,32,3,3
04SonyXperiaZ1CompactVoutdoorYTstill0001P-number,28,3,3
04SonyXperiaZ1CompactVoutdoorpanrot0001P-number,31,3,3
04SonyXperiaZ1CompactVoutdoorstill0001P-number,32,3,3
05XiaomiRedmiNote3VflatWApanrot0001P-number,45,4,4
05XiaomiRedmiNote3VflatWAstill0002P-number,45,4,4
05XiaomiRedmiNote3VflatYTpanrot0001P-number,225,4,4
05XiaomiRedmiNote3VflatYTstill0002P-number,225,4,4
05XiaomiRedmiNote3Vflatpanrot0001P-number,225,4,4
05XiaomiRedmiNote3Vflatstill0002P-number,224,4,4
05XiaomiRedmiNote3VindoorWAmove0001P-number,11,4,4
05XiaomiRedmiNote3VindoorWApanrot0002P-number,11,4,4
05XiaomiRedmiNote3VindoorYTmove0001P-number,37,4,4
05XiaomiRedmiNote3VindoorYTpanrot0002P-number,26,4,4
05XiaomiRedmiNote3Vindoormove0001P-number,42,4,4
05XiaomiRedmiNote3Vindoorpanrot0002P-number,30,4,4
05XiaomiRedmiNote3VoutdoorWAmove0002P-number,11,4,4
05XiaomiRedmiNote3VoutdoorYTmove0002P-number,38,4,3
05XiaomiRedmiNote3VoutdoorYTstill0001P-number,28,4,4
05XiaomiRedmiNote3Voutdoormove0002P-number,42,4,5
05XiaomiRedmiNote3Voutdoorstill0001P-number,29,4,4
06OnePlusA3003VflatWAmove0002P-number,45,5,5
06OnePlusA3003VflatWAstill0001P-number,45,5,5
06OnePlusA3003VflatYTmove0002P-number,224,5,5
06OnePlusA3003VflatYTstill0001P-number,225,5,5
06OnePlusA3003Vflatmove0002P-number,222,5,5
06OnePlusA3003Vflatstill0001P-number,224,5,5
06OnePlusA3003VindoorWApanrot0002P-number,16,5,2
06OnePlusA3003VindoorWAstill0002P-number,18,5,5
06OnePlusA3003VindoorYTpanrot0002P-number,132,5,2
06OnePlusA3003VindoorYTstill0002P-number,125,5,5
06OnePlusA3003Vindoorpanrot0002P-number,102,5,5
06OnePlusA3003Vindoorstill0002P-number,134,5,5
06OnePlusA3003VoutdoorWAmove0002P-number,12,5,5
06OnePlusA3003VoutdoorWAstill0001P-number,15,5,5
06OnePlusA3003VoutdoorYTmove0002P-number,32,5,5
06OnePlusA3003VoutdoorYTstill0001P-number,36,5,5
06OnePlusA3003Voutdoormove0002P-number,31,5,5
