Video Name,Total Frames,True Label,Mostly predicted label
05HuaweiP9LiteVindoorYTpanrot0001P-number,35,4,4
05HuaweiP9LiteVindoorYTstill0002P-number,39,4,4
05HuaweiP9LiteVindoorpanrot0001P-number,39,4,4
05HuaweiP9LiteVindoorstill0002P-number,41,4,4
05HuaweiP9LiteVoutdoorWAmove0001P-number,14,4,4
05HuaweiP9LiteVoutdoorWAmove0002P-number,10,4,1
05HuaweiP9LiteVoutdoorYTmove0001P-number,25,4,1
05HuaweiP9LiteVoutdoorYTmove0002P-number,23,4,8
05HuaweiP9LiteVoutdoormove0001P-number,29,4,4
05HuaweiP9LiteVoutdoormove0002P-number,33,4,1
06AppleiPhone6PlusVflatWAmove0002P-number,45,5,5
06AppleiPhone6PlusVflatWApanrot0001P-number,45,5,5
06AppleiPhone6PlusVflatYTmove0002P-number,225,5,5
06AppleiPhone6PlusVflatYTpanrot0001P-number,225,5,5
06AppleiPhone6PlusVflatmove0002P-number,222,5,5
06AppleiPhone6PlusVflatpanrot0001P-number,225,5,5
06AppleiPhone6PlusVindoorWAmove0001P-number,13,5,6
06AppleiPhone6PlusVindoorWApanrot0002P-number,15,5,5
06AppleiPhone6PlusVindoorYTmove0001P-number,42,5,5
06AppleiPhone6PlusVindoorYTpanrot0002P-number,157,5,5
06AppleiPhone6PlusVindoormove0001P-number,51,5,5
06AppleiPhone6PlusVindoorpanrot0002P-number,102,5,5
06AppleiPhone6PlusVoutdoorWAmove0001P-number,15,5,5
06AppleiPhone6PlusVoutdoorWApanrot0002P-number,12,5,5
06AppleiPhone6PlusVoutdoorYTmove0001P-number,58,5,5
06AppleiPhone6PlusVoutdoorYTpanrot0002P-number,110,5,5
06AppleiPhone6PlusVoutdoormove0001P-number,52,5,5
06AppleiPhone6PlusVoutdoorpanrot0002P-number,81,5,5
07SamsungGalaxyS5VflatWAmove0002P-number,45,6,6
07SamsungGalaxyS5VflatWApanrot0001P-number,45,6,6
07SamsungGalaxyS5VflatYTmove0002P-number,225,6,6
07SamsungGalaxyS5VflatYTpanrot0001P-number,225,6,6
07SamsungGalaxyS5Vflatmove0002P-number,225,6,6
07SamsungGalaxyS5Vflatpanrot0001P-number,224,6,6
07SamsungGalaxyS5VindoorWAmove0002P-number,13,6,6
07SamsungGalaxyS5VindoorWApanrot0002P-number,12,6,6
07SamsungGalaxyS5VindoorYTmove0002P-number,50,6,6
07SamsungGalaxyS5VindoorYTpanrot0002P-number,32,6,6
07SamsungGalaxyS5Vindoormove0002P-number,34,6,6
07SamsungGalaxyS5Vindoorpanrot0002P-number,31,6,6
07SamsungGalaxyS5VoutdoorWAmove0002P-number,12,6,6
07SamsungGalaxyS5VoutdoorYTmove0002P-number,31,6,6
07SamsungGalaxyS5VoutdoorYTstill0002P-number,22,6,6
07SamsungGalaxyS5Voutdoormove0002P-number,33,6,6
07SamsungGalaxyS5Voutdoorstill0002P-number,27,6,6
08AppleiPhone5VflatWAmove0002P-number,45,7,7
08AppleiPhone5VflatWApanrot0001P-number,45,7,2
08AppleiPhone5VflatYTmove0002P-number,224,7,7
08AppleiPhone5VflatYTpanrot0001P-number,224,7,7
08AppleiPhone5Vflatmove0002P-number,225,7,7
08AppleiPhone5Vflatpanrot0001P-number,224,7,7
08AppleiPhone5VindoorWAstill0001P-number,15,7,7
08AppleiPhone5VindoorWAstill0002P-number,15,7,7
08AppleiPhone5VindoorYTstill0001P-number,127,7,7
08AppleiPhone5VindoorYTstill0002P-number,142,7,7
08AppleiPhone5Vindoorstill0001P-number,130,7,7
08AppleiPhone5Vindoorstill0002P-number,146,7,7
08AppleiPhone5VoutdoorWAmove0002P-number,12,7,9
08AppleiPhone5VoutdoorWApanrot0002P-number,8,7,7
08AppleiPhone5VoutdoorYTmove0002P-number,38,7,9
08AppleiPhone5VoutdoorYTpanrot0002P-number,32,7,7
08AppleiPhone5Voutdoormove0002P-number,42,7,5
08AppleiPhone5Voutdoorpanrot0002P-number,33,7,7
09HuaweiP8VflatWAmove0003P-number,15,8,8
09HuaweiP8VflatWApanrot0002P-number,18,8,6
09HuaweiP8VflatYTmove0003P-number,25,8,8
09HuaweiP8VflatYTpanrot0002P-number,128,8,8
09HuaweiP8Vflatmove0003P-number,34,8,8
09HuaweiP8Vflatpanrot0002P-number,105,8,8
09HuaweiP8VindoorWApanrot0001P-number,12,8,8
09HuaweiP8VindoorWAstill0002P-number,4,8,4
09HuaweiP8VindoorYTpanrot0001P-number,40,8,8
09HuaweiP8VindoorYTstill0002P-number,30,8,8
09HuaweiP8Vindoorpanrot0001P-number,40,8,8
09HuaweiP8Vindoorstill0002P-number,39,8,8
09HuaweiP8VoutdoorWApanrot0001P-number,13,8,8
09HuaweiP8VoutdoorWAstill0002P-number,15,8,4
09HuaweiP8VoutdoorYTpanrot0001P-number,40,8,9
09HuaweiP8VoutdoorYTstill0002P-number,44,8,0
09HuaweiP8Voutdoorpanrot0001P-number,32,8,8
09HuaweiP8Voutdoorstill0002P-number,43,8,0
10SamsungGalaxyS4MiniVflatWApanrot0002P-number,26,9,9
10SamsungGalaxyS4MiniVflatWAstill0001P-number,19,9,9
10SamsungGalaxyS4MiniVflatYTpanrot0002P-number,225,9,9
10SamsungGalaxyS4MiniVflatYTstill0001P-number,224,9,9
10SamsungGalaxyS4MiniVflatpanrot0002P-number,212,9,9
10SamsungGalaxyS4MiniVflatstill0001P-number,224,9,9
10SamsungGalaxyS4MiniVindoorWAmove0001P-number,14,9,9
10SamsungGalaxyS4MiniVindoorWAmove0002P-number,13,9,8
10SamsungGalaxyS4MiniVindoorYTmove0001P-number,46,9,9
10SamsungGalaxyS4MiniVindoorYTmove0002P-number,64,9,9
10SamsungGalaxyS4MiniVindoormove0001P-number,70,9,9
10SamsungGalaxyS4MiniVindoormove0002P-number,55,9,9
10SamsungGalaxyS4MiniVoutdoorWApanrot0002P-number,11,9,9
10SamsungGalaxyS4MiniVoutdoorWAstill0002P-number,20,9,9
10SamsungGalaxyS4MiniVoutdoorYTpanrot0002P-number,33,9,9
10SamsungGalaxyS4MiniVoutdoorYTstill0002P-number,28,9,9
10SamsungGalaxyS4MiniVoutdoorpanrot0002P-number,28,9,9
