Video Name,Total Frames,True Label,Mostly predicted label
07SamsungGalaxyS5VoutdoorWAmove0001P-number,33,6,6
07SamsungGalaxyS5VoutdoorWApanrot0001P-number,33,6,6
07SamsungGalaxyS5VoutdoorYTmove0001P-number,307,6,6
07SamsungGalaxyS5VoutdoorYTpanrot0001P-number,307,6,6
07SamsungGalaxyS5Voutdoormove0001P-number,307,6,6
07SamsungGalaxyS5Voutdoorpanrot0001P-number,307,6,6
08AppleiPhone5VflatWApanrot0001P-number,33,7,2
08AppleiPhone5VflatWAstill0001P-number,33,7,7
08AppleiPhone5VflatYTpanrot0001P-number,308,7,7
08AppleiPhone5VflatYTstill0001P-number,308,7,7
08AppleiPhone5Vflatpanrot0001P-number,308,7,7
08AppleiPhone5Vflatstill0001P-number,308,7,7
08AppleiPhone5VindoorWAmove0002P-number,33,7,7
08AppleiPhone5VindoorWApanrot0002P-number,33,7,2
08AppleiPhone5VindoorYTmove0002P-number,308,7,8
08AppleiPhone5VindoorYTpanrot0002P-number,307,7,2
08AppleiPhone5Vindoormove0002P-number,307,7,7
08AppleiPhone5Vindoorpanrot0002P-number,308,7,2
08AppleiPhone5VoutdoorWApanrot0001P-number,33,7,6
08AppleiPhone5VoutdoorWAstill0001P-number,33,7,5
08AppleiPhone5VoutdoorYTpanrot0001P-number,308,7,7
08AppleiPhone5VoutdoorYTstill0001P-number,308,7,5
08AppleiPhone5Voutdoorpanrot0001P-number,308,7,7
08AppleiPhone5Voutdoorstill0001P-number,308,7,5
09HuaweiP8VflatWApanrot0002P-number,33,8,6
09HuaweiP8VflatWAstill0002P-number,33,8,8
09HuaweiP8VflatYTpanrot0002P-number,308,8,6
09HuaweiP8VflatYTstill0002P-number,308,8,8
09HuaweiP8Vflatpanrot0002P-number,308,8,8
09HuaweiP8Vflatstill0002P-number,308,8,8
09HuaweiP8VindoorWAstill0001P-number,33,8,8
09HuaweiP8VindoorWAstill0002P-number,33,8,4
09HuaweiP8VindoorYTstill0001P-number,308,8,8
09HuaweiP8VindoorYTstill0002P-number,308,8,4
09HuaweiP8Vindoorstill0001P-number,308,8,8
09HuaweiP8Vindoorstill0002P-number,307,8,4
09HuaweiP8VoutdoorWAmove0001P-number,33,8,8
09HuaweiP8VoutdoorWApanrot0001P-number,33,8,8
09HuaweiP8VoutdoorYTmove0001P-number,308,8,8
09HuaweiP8VoutdoorYTpanrot0001P-number,308,8,8
09HuaweiP8Voutdoormove0001P-number,308,8,8
09HuaweiP8Voutdoorpanrot0001P-number,308,8,8
10SamsungGalaxyS4MiniVflatWAmove0001P-number,33,9,9
10SamsungGalaxyS4MiniVflatWApanrot0002P-number,33,9,9
10SamsungGalaxyS4MiniVflatYTmove0001P-number,308,9,9
10SamsungGalaxyS4MiniVflatYTpanrot0002P-number,308,9,9
10SamsungGalaxyS4MiniVflatmove0001P-number,308,9,9
10SamsungGalaxyS4MiniVflatpanrot0002P-number,308,9,9
10SamsungGalaxyS4MiniVindoorWAmove0002P-number,33,9,9
10SamsungGalaxyS4MiniVindoorWAstill0002P-number,33,9,9
10SamsungGalaxyS4MiniVindoorYTmove0002P-number,308,9,9
10SamsungGalaxyS4MiniVindoorYTstill0002P-number,307,9,9
10SamsungGalaxyS4MiniVindoormove0002P-number,308,9,9
10SamsungGalaxyS4MiniVindoorstill0002P-number,308,9,9
10SamsungGalaxyS4MiniVoutdoorWAmove0002P-number,33,9,9
10SamsungGalaxyS4MiniVoutdoorWApanrot0001P-number,33,9,9
10SamsungGalaxyS4MiniVoutdoorYTmove0002P-number,308,9,9
10SamsungGalaxyS4MiniVoutdoorYTpanrot0001P-number,308,9,9
10SamsungGalaxyS4MiniVoutdoormove0002P-number,308,9,9
