Video Name,Total Frames,True Label,Mostly predicted label
05HuaweiP9LiteVindoorWAstill0001P-number,15,4,1
05HuaweiP9LiteVindoorYTpanrot0002P-number,140,4,4
05HuaweiP9LiteVindoorYTstill0001P-number,140,4,1
05HuaweiP9LiteVindoorpanrot0002P-number,140,4,4
05HuaweiP9LiteVindoorstill0001P-number,140,4,1
05HuaweiP9LiteVoutdoorWApanrot0001P-number,15,4,4
05HuaweiP9LiteVoutdoorWAstill0001P-number,15,4,1
05HuaweiP9LiteVoutdoorYTpanrot0001P-number,140,4,4
05HuaweiP9LiteVoutdoorYTstill0001P-number,139,4,4
05HuaweiP9LiteVoutdoorpanrot0001P-number,140,4,4
05HuaweiP9LiteVoutdoorstill0001P-number,140,4,4
06AppleiPhone6PlusVflatWApanrot0002P-number,15,5,5
06AppleiPhone6PlusVflatWAstill0001P-number,15,5,5
06AppleiPhone6PlusVflatYTpanrot0002P-number,140,5,5
06AppleiPhone6PlusVflatYTstill0001P-number,140,5,5
06AppleiPhone6PlusVflatpanrot0002P-number,139,5,5
06AppleiPhone6PlusVflatstill0001P-number,140,5,5
06AppleiPhone6PlusVindoorWApanrot0001P-number,15,5,5
06AppleiPhone6PlusVindoorWAstill0002P-number,15,5,5
06AppleiPhone6PlusVindoorYTpanrot0001P-number,140,5,5
06AppleiPhone6PlusVindoorYTstill0002P-number,140,5,5
06AppleiPhone6PlusVindoorpanrot0001P-number,139,5,5
06AppleiPhone6PlusVindoorstill0002P-number,140,5,5
06AppleiPhone6PlusVoutdoorWApanrot0001P-number,15,5,7
06AppleiPhone6PlusVoutdoorWApanrot0002P-number,15,5,5
06AppleiPhone6PlusVoutdoorYTpanrot0001P-number,140,5,5
06AppleiPhone6PlusVoutdoorYTpanrot0002P-number,140,5,5
06AppleiPhone6PlusVoutdoorpanrot0001P-number,140,5,7
06AppleiPhone6PlusVoutdoorpanrot0002P-number,140,5,5
07SamsungGalaxyS5VflatWAmove0003P-number,15,6,6
07SamsungGalaxyS5VflatWApanrot0001P-number,15,6,6
07SamsungGalaxyS5VflatYTmove0003P-number,140,6,6
07SamsungGalaxyS5VflatYTpanrot0001P-number,140,6,6
07SamsungGalaxyS5Vflatmove0003P-number,140,6,6
07SamsungGalaxyS5Vflatpanrot0001P-number,140,6,6
07SamsungGalaxyS5VindoorWAstill0001P-number,15,6,6
07SamsungGalaxyS5VindoorWAstill0002P-number,15,6,1
07SamsungGalaxyS5VindoorYTstill0001P-number,140,6,6
07SamsungGalaxyS5VindoorYTstill0002P-number,140,6,1
07SamsungGalaxyS5Vindoorstill0001P-number,140,6,6
07SamsungGalaxyS5Vindoorstill0002P-number,140,6,1
07SamsungGalaxyS5VoutdoorWAmove0002P-number,15,6,6
07SamsungGalaxyS5VoutdoorWAstill0002P-number,15,6,6
07SamsungGalaxyS5VoutdoorYTmove0002P-number,140,6,6
07SamsungGalaxyS5VoutdoorYTstill0002P-number,140,6,6
07SamsungGalaxyS5Voutdoormove0002P-number,139,6,6
07SamsungGalaxyS5Voutdoorstill0002P-number,140,6,6
08AppleiPhone5VflatWAmove0001P-number,15,7,7
08AppleiPhone5VflatWAstill0001P-number,15,7,7
08AppleiPhone5VflatYTmove0001P-number,138,7,2
08AppleiPhone5VflatYTstill0001P-number,140,7,7
08AppleiPhone5Vflatmove0001P-number,140,7,7
08AppleiPhone5Vflatstill0001P-number,140,7,7
08AppleiPhone5VindoorWApanrot0001P-number,15,7,2
08AppleiPhone5VindoorWAstill0001P-number,15,7,7
08AppleiPhone5VindoorYTpanrot0001P-number,140,7,7
08AppleiPhone5VindoorYTstill0001P-number,139,7,7
08AppleiPhone5Vindoorpanrot0001P-number,140,7,7
08AppleiPhone5Vindoorstill0001P-number,140,7,7
08AppleiPhone5VoutdoorWAmove0002P-number,15,7,6
08AppleiPhone5VoutdoorWAstill0002P-number,15,7,5
08AppleiPhone5VoutdoorYTmove0002P-number,139,7,3
08AppleiPhone5VoutdoorYTstill0002P-number,140,7,5
08AppleiPhone5Voutdoormove0002P-number,140,7,5
08AppleiPhone5Voutdoorstill0002P-number,139,7,5
09HuaweiP8VflatWAmove0002P-number,15,8,8
09HuaweiP8VflatWAmove0003P-number,15,8,8
09HuaweiP8VflatYTmove0002P-number,140,8,8
09HuaweiP8VflatYTmove0003P-number,139,8,8
09HuaweiP8Vflatmove0002P-number,139,8,8
09HuaweiP8Vflatmove0003P-number,140,8,8
09HuaweiP8VindoorWAmove0001P-number,14,8,8
09HuaweiP8VindoorWAstill0001P-number,15,8,4
09HuaweiP8VindoorYTmove0001P-number,140,8,8
09HuaweiP8VindoorYTstill0001P-number,140,8,8
09HuaweiP8Vindoormove0001P-number,140,8,8
09HuaweiP8Vindoorstill0001P-number,139,8,8
09HuaweiP8VoutdoorWAmove0002P-number,15,8,4
09HuaweiP8VoutdoorWApanrot0001P-number,15,8,3
09HuaweiP8VoutdoorYTmove0002P-number,140,8,8
09HuaweiP8VoutdoorYTpanrot0001P-number,139,8,9
09HuaweiP8Voutdoormove0002P-number,139,8,8
09HuaweiP8Voutdoorpanrot0001P-number,140,8,3
10SamsungGalaxyS4MiniVflatWAmove0003P-number,15,9,9
10SamsungGalaxyS4MiniVflatWApanrot0001P-number,15,9,9
10SamsungGalaxyS4MiniVflatYTmove0003P-number,140,9,9
10SamsungGalaxyS4MiniVflatYTpanrot0001P-number,140,9,9
10SamsungGalaxyS4MiniVflatmove0003P-number,140,9,9
10SamsungGalaxyS4MiniVflatpanrot0001P-number,139,9,9
10SamsungGalaxyS4MiniVindoorWApanrot0001P-number,15,9,9
10SamsungGalaxyS4MiniVindoorWAstill0002P-number,15,9,9
10SamsungGalaxyS4MiniVindoorYTpanrot0001P-number,140,9,9
10SamsungGalaxyS4MiniVindoorYTstill0002P-number,139,9,9
10SamsungGalaxyS4MiniVindoorpanrot0001P-number,140,9,9
10SamsungGalaxyS4MiniVindoorstill0002P-number,140,9,9
10SamsungGalaxyS4MiniVoutdoorWAmove0001P-number,15,9,9
10SamsungGalaxyS4MiniVoutdoorWAmove0002P-number,15,9,9
10SamsungGalaxyS4MiniVoutdoorYTmove0001P-number,140,9,9
10SamsungGalaxyS4MiniVoutdoorYTmove0002P-number,139,9,9
10SamsungGalaxyS4MiniVoutdoormove0001P-number,140,9,9
