Video Name,Total Frames,True Label,Mostly predicted label
09HuaweiP8Vindoorpanrot0001P-number,221,8,8
09HuaweiP8Vindoorstill0002P-number,225,8,8
09HuaweiP8VoutdoorWApanrot0001P-number,16,8,8
09HuaweiP8VoutdoorWAstill0002P-number,26,8,8
09HuaweiP8VoutdoorYTpanrot0001P-number,195,8,8
09HuaweiP8VoutdoorYTstill0002P-number,210,8,8
09HuaweiP8Voutdoorpanrot0001P-number,225,8,8
09HuaweiP8Voutdoorstill0002P-number,225,8,8
10SamsungGalaxyS4MiniVflatWApanrot0002P-number,41,9,9
10SamsungGalaxyS4MiniVflatWAstill0001P-number,45,9,9
10SamsungGalaxyS4MiniVflatYTpanrot0002P-number,225,9,9
10SamsungGalaxyS4MiniVflatYTstill0001P-number,225,9,9
10SamsungGalaxyS4MiniVflatpanrot0002P-number,225,9,9
10SamsungGalaxyS4MiniVflatstill0001P-number,225,9,9
10SamsungGalaxyS4MiniVindoorWAmove0001P-number,18,9,8
10SamsungGalaxyS4MiniVindoorWAmove0002P-number,20,9,8
10SamsungGalaxyS4MiniVindoorYTmove0001P-number,207,9,9
10SamsungGalaxyS4MiniVindoorYTmove0002P-number,225,9,9
10SamsungGalaxyS4MiniVindoormove0001P-number,225,9,9
10SamsungGalaxyS4MiniVindoormove0002P-number,225,9,9
10SamsungGalaxyS4MiniVoutdoorWApanrot0002P-number,17,9,9
10SamsungGalaxyS4MiniVoutdoorWAstill0002P-number,32,9,4
10SamsungGalaxyS4MiniVoutdoorYTpanrot0002P-number,208,9,9
10SamsungGalaxyS4MiniVoutdoorYTstill0002P-number,210,9,9
10SamsungGalaxyS4MiniVoutdoorpanrot0002P-number,222,9,9
